RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,PH,PH2,PH3,DO_,DO_2,DO_3,BOD,BOD2,BOD3,COD,COD2,COD3,SS,SS2,SS3,COLON,COLON2,COLON3,HEX,HEX2,HEX3,ALLZN,ALLZN2,ALLZN3,BOTTOMDO,BOTTOMDO2,BOTTOMDO3,LAS,LAS2,LAS3,NONYLPHENOL,NONYLPHENOL2,NONYLPHENOL3,COLI,COLI2,COLI3
2730140001,2730140,27,602,02,2021,2021,8,031347,13,14.3000,,,,2.0,2.0000,1,,,,,,,,,,,,,,,,,,,2.0,2.0000,0,,,,,,,,,
2730240001,2730240,27,608,01,2021,2021,7,011421,13,5.8000,,,,5.5,5.5000,0,,,,,,,,,,,,,,,,,,,5.5,5.5000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,4,151007,11,1.0000,8.3,8.3000,0,10,10.0000,0,,,,4.7,4.7000,0,6,6.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,4,151007,13,13.0000,8.1,8.1000,0,6.8,6.8000,0,,,,2.3,2.3000,0,7,7.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,4,151007,13,14.0000,,,,6.8,6.8000,0,,,,,,,,,,,,,,,,,,,6.8,6.8000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,5,181059,11,1.0000,8.4,8.4000,1,10,10.0000,0,,,,5.8,5.8000,0,8,8.0000,0,,,,,,,0.007,0.0070,0,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,5,181059,13,12.3000,7.9,7.9000,0,5.6,5.6000,0,,,,2.4,2.4000,0,7,7.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,5,181059,13,13.3000,,,,4.8,4.8000,0,,,,,,,,,,,,,,,,,,,4.8,4.8000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,6,021051,11,1.0000,8.3,8.3000,0,9.0,9.0000,0,,,,4.4,4.4000,0,6,6.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,6,021051,13,13.4000,8.0,8.0000,0,4.3,4.3000,0,,,,2.0,2.0000,0,6,6.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,6,021051,13,14.4000,,,,4.3,4.3000,0,,,,,,,,,,,,,,,,,,,4.3,4.3000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,7,011140,11,1.0000,8.0,8.0000,0,9.1,9.1000,0,,,,6.6,6.6000,0,10,10.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,7,011140,13,13.5000,7.8,7.8000,0,1.6,1.6000,1,,,,2.2,2.2000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,7,011140,13,14.5000,,,,1.4,1.4000,1,,,,,,,,,,,,,,,,,,,1.4,1.4000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,8,031039,11,1.0000,8.4,8.4000,1,8.7,8.7000,0,,,,5.3,5.3000,0,8,8.0000,0,,,,<0.5,0.0000,0,0.004,0.0040,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730010001,2730010,27,601,01,2021,2021,8,031039,13,12.8000,7.9,7.9000,0,1.6,1.6000,1,,,,2.1,2.1000,0,5,5.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,8,031039,13,13.8000,,,,1.2,1.2000,1,,,,,,,,,,,,,,,,,,,1.2,1.2000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,9,011059,11,1.0000,8.4,8.4000,1,8.4,8.4000,0,,,,4.7,4.7000,0,6,6.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,9,011059,13,12.8000,7.9,7.9000,0,1.1,1.1000,1,,,,2.2,2.2000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,9,011059,13,13.8000,,,,0.7,0.7000,1,,,,,,,,,,,,,,,,,,,0.7,0.7000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,10,121123,11,1.0000,8.1,8.1000,0,6.1,6.1000,0,,,,3.3,3.3000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,10,121123,13,13.8000,8.0,8.0000,0,2.3,2.3000,0,,,,1.9,1.9000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,10,121123,13,14.8000,,,,2.8,2.8000,0,,,,,,,,,,,,,,,,,,,2.8,2.8000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,11,171030,11,1.0000,8.0,8.0000,0,6.7,6.7000,0,,,,2.8,2.8000,0,7,7.0000,0,,,,,,,0.003,0.0030,0,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,11,171030,13,12.9000,8.0,8.0000,0,5.8,5.8000,0,,,,1.9,1.9000,0,9,9.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,11,171030,13,13.9000,,,,6.0,6.0000,0,,,,,,,,,,,,,,,,,,,6.0,6.0000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,12,091037,11,1.0000,7.9,7.9000,0,6.9,6.9000,0,,,,2.6,2.6000,0,7,7.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,12,091037,13,13.3000,8.1,8.1000,0,6.7,6.7000,0,,,,1.5,1.5000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2021,12,091037,13,14.3000,,,,6.5,6.5000,0,,,,,,,,,,,,,,,,,,,6.5,6.5000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2022,1,241055,11,1.0000,8.2,8.2000,0,10,10.0000,0,,,,3.2,3.2000,0,8,8.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2022,1,241055,13,13.0000,8.1,8.1000,0,8.5,8.5000,0,,,,1.8,1.8000,0,5,5.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2022,1,241055,13,14.0000,,,,8.1,8.1000,0,,,,,,,,,,,,,,,,,,,8.1,8.1000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2022,2,081033,11,1.0000,8.1,8.1000,0,10,10.0000,0,,,,3.7,3.7000,0,6,6.0000,0,,,,<0.5,0.0000,0,0.007,0.0070,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730010001,2730010,27,601,01,2021,2022,2,081033,13,13.4000,8.1,8.1000,0,8.9,8.9000,0,,,,2.0,2.0000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2022,2,081033,13,14.4000,,,,8.9,8.9000,0,,,,,,,,,,,,,,,,,,,8.9,8.9000,0,,,,,,,,,
2730010001,2730010,27,601,01,2021,2022,3,081021,11,1.0000,8.5,8.5000,1,13,13.0000,0,,,,4.5,4.5000,0,7,7.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2022,3,081021,13,13.0000,8.1,8.1000,0,8.5,8.5000,0,,,,2.6,2.6000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2021,2022,3,081021,13,14.0000,,,,8.4,8.4000,0,,,,,,,,,,,,,,,,,,,8.4,8.4000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,4,151033,11,1.0000,8.3,8.3000,0,9.6,9.6000,0,,,,3.1,3.1000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,4,151033,13,10.5000,8.1,8.1000,0,6.8,6.8000,0,,,,1.9,1.9000,0,5,5.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,4,151033,13,11.5000,,,,6.8,6.8000,0,,,,,,,,,,,,,,,,,,,6.8,6.8000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,5,181200,11,1.0000,8.3,8.3000,0,11,11.0000,0,,,,3.5,3.5000,0,3,3.0000,0,,,,,,,0.003,0.0030,0,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,5,181200,13,10.4000,8.2,8.2000,0,8.2,8.2000,0,,,,2.6,2.6000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,5,181200,13,11.4000,,,,6.5,6.5000,0,,,,,,,,,,,,,,,,,,,6.5,6.5000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,6,021147,11,1.0000,8.3,8.3000,0,9.4,9.4000,0,,,,3.6,3.6000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,6,021147,13,10.1000,7.9,7.9000,0,2.8,2.8000,0,,,,2.2,2.2000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,6,021147,13,11.1000,,,,2.7,2.7000,0,,,,,,,,,,,,,,,,,,,2.7,2.7000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,7,011421,11,1.0000,8.0,8.0000,0,5.7,5.7000,0,,,,3.5,3.5000,0,5,5.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,7,011421,13,10.4000,8.0,8.0000,0,2.3,2.3000,0,,,,2.4,2.4000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,7,011421,13,11.4000,,,,1.4,1.4000,1,,,,,,,,,,,,,,,,,,,1.4,1.4000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,8,031233,11,1.0000,8.6,8.6000,1,10,10.0000,0,,,,5.8,5.8000,0,8,8.0000,0,,,,<0.5,0.0000,0,0.002,0.0020,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730020001,2730020,27,601,02,2021,2021,8,031233,13,10.5000,7.9,7.9000,0,1.4,1.4000,1,,,,2.2,2.2000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,8,031233,13,11.5000,,,,0.5,0.5000,1,,,,,,,,,,,,,,,,,,,0.5,0.5000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,9,011138,11,1.0000,8.6,8.6000,1,10,10.0000,0,,,,4.9,4.9000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,9,011138,13,10.3000,7.9,7.9000,0,<0.5,0.0000,1,,,,2.3,2.3000,0,1,1.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,9,011138,13,11.3000,,,,0.6,0.6000,1,,,,,,,,,,,,,,,,,,,0.6,0.6000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,10,121249,11,1.0000,8.2,8.2000,0,6.4,6.4000,0,,,,3.1,3.1000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,10,121249,13,10.8000,8.0,8.0000,0,2.3,2.3000,0,,,,2.1,2.1000,0,1,1.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,10,121249,13,11.8000,,,,1.3,1.3000,1,,,,,,,,,,,,,,,,,,,1.3,1.3000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,11,171104,11,1.0000,8.0,8.0000,0,6.8,6.8000,0,,,,2.1,2.1000,0,2,2.0000,0,,,,,,,0.002,0.0020,0,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,11,171104,13,10.1000,8.1,8.1000,0,6.0,6.0000,0,,,,1.6,1.6000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,11,171104,13,11.1000,,,,5.7,5.7000,0,,,,,,,,,,,,,,,,,,,5.7,5.7000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,12,091110,11,1.0000,8.1,8.1000,0,7.8,7.8000,0,,,,1.8,1.8000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,12,091110,13,10.6000,8.1,8.1000,0,7.0,7.0000,0,,,,1.6,1.6000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2021,12,091110,13,11.6000,,,,7.2,7.2000,0,,,,,,,,,,,,,,,,,,,7.2,7.2000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2022,1,241230,11,1.0000,8.2,8.2000,0,9.5,9.5000,0,,,,2.3,2.3000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2022,1,241230,13,10.8000,8.1,8.1000,0,8.5,8.5000,0,,,,1.9,1.9000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2022,1,241230,13,11.8000,,,,8.4,8.4000,0,,,,,,,,,,,,,,,,,,,8.4,8.4000,0,,,,,,,,,
2730020001,2730020,27,601,02,2021,2022,2,081213,11,1.0000,8.1,8.1000,0,9.2,9.2000,0,,,,2.4,2.4000,0,2,2.0000,0,,,,<0.5,0.0000,0,0.005,0.0050,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730020001,2730020,27,601,02,2021,2022,2,081213,13,10.5000,8.1,8.1000,0,9.4,9.4000,0,,,,2.1,2.1000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2021,2022,2,081213,13,11.5000,,,,9.3,9.3000,0,,,,,,,,,,,,,,,,,,,9.3,9.3000,0,,,,,,,,,
