RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,PH,PH2,PH3,DO_,DO_2,DO_3,BOD,BOD2,BOD3,COD,COD2,COD3,SS,SS2,SS3,COLON,COLON2,COLON3,HEX,HEX2,HEX3,ALLZN,ALLZN2,ALLZN3,BOTTOMDO,BOTTOMDO2,BOTTOMDO3,LAS,LAS2,LAS3,NONYLPHENOL,NONYLPHENOL2,NONYLPHENOL3,COLI,COLI2,COLI3
2730010001,2730010,27,601,01,2012,2012,9,041017,13,14.1000,,,,1.7,1.7000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2012,9,041017,13,13.1000,7.9,7.9000,0,4.9,4.9000,0,,,,2.7,2.7000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2012,10,031113,13,13.3000,8.2,8.2000,0,4.8,4.8000,0,,,,2,2.0000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2012,10,031113,13,14.3000,,,,4.7,4.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2012,11,061019,11,1.0000,8.2,8.2000,0,7.1,7.1000,0,,,,2.9,2.9000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2012,11,061019,13,12.6000,8.2,8.2000,0,5.7,5.7000,0,,,,2.2,2.2000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2012,12,071024,11,1.0000,8.1,8.1000,0,8.1,8.1000,0,,,,2.6,2.6000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2012,12,071024,13,12.8000,8.1,8.1000,0,7.7,7.7000,0,,,,2.3,2.3000,0,5,5.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2013,1,091054,11,1.0000,8.2,8.2000,0,9.6,9.6000,0,,,,2.8,2.8000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2012,2013,1,091054,13,12.0000,8.1,8.1000,0,7.7,7.7000,0,,,,2.2,2.2000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
