RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,PH,PH2,PH3,DO_,DO_2,DO_3,BOD,BOD2,BOD3,COD,COD2,COD3,SS,SS2,SS3,COLON,COLON2,COLON3,HEX,HEX2,HEX3,ALLZN,ALLZN2,ALLZN3,BOTTOMDO,BOTTOMDO2,BOTTOMDO3,LAS,LAS2,LAS3,NONYLPHENOL,NONYLPHENOL2,NONYLPHENOL3,COLI,COLI2,COLI3
2730010001,2730010,27,601,01,2016,2016,9,071023,11,1.0000,8.2,8.2000,0,9.8,9.8000,0,,,,5.0,5.0000,0,6,6.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,9,071023,13,13.0000,7.9,7.9000,0,2.5,2.5000,0,,,,2.2,2.2000,0,5,5.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,9,071023,13,14.0000,,,,1.9,1.9000,1,,,,,,,,,,,,,,,,,,,1.9,1.9000,0,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,10,131103,11,1.0000,8.1,8.1000,0,5.6,5.6000,0,,,,2.0,2.0000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,10,131103,13,12.4000,8.1,8.1000,0,4.6,4.6000,0,,,,1.7,1.7000,0,6,6.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,10,131103,13,13.4000,,,,4.4,4.4000,0,,,,,,,,,,,,,,,,,,,4.4,4.4000,0,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,11,081033,11,1.0000,8.1,8.1000,0,6.7,6.7000,0,,,,2.4,2.4000,0,2,2.0000,0,,,,,,,0.007,0.0070,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730010001,2730010,27,601,01,2016,2016,11,081033,13,13.1000,8.1,8.1000,0,5.5,5.5000,0,,,,2.0,2.0000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,12,211015,11,1.0000,8.1,8.1000,0,7.5,7.5000,0,,,,2.2,2.2000,0,<1,0.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,12,211015,13,12.5000,8.1,8.1000,0,6.7,6.7000,0,,,,2.0,2.0000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2017,1,181100,11,1.0000,8.0,8.0000,0,9.2,9.2000,0,,,,3.0,3.0000,0,2,2.0000,0,,,,,,,0.005,0.0050,0,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2017,1,181100,13,13.2000,8.1,8.1000,0,9.2,9.2000,0,,,,1.9,1.9000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2017,2,021125,11,1.0000,8.4,8.4000,1,12,12.0000,0,,,,3.3,3.3000,0,4,4.0000,0,,,,<0.5,0.0000,0,0.005,0.0050,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730010001,2730010,27,601,01,2016,2017,2,021125,13,14.4000,8.2,8.2000,0,8.6,8.6000,0,,,,1.9,1.9000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2017,3,060955,11,1.0000,8.1,8.1000,0,9.4,9.4000,0,,,,2.8,2.8000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2017,3,060955,13,12.4000,8.1,8.1000,0,8.3,8.3000,0,,,,2.2,2.2000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,4,141147,11,1.0000,8.0,8.0000,0,7.5,7.5000,0,,,,2.6,2.6000,0,1,1.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,4,141147,13,12.4000,8.1,8.1000,0,7.6,7.6000,0,,,,2.3,2.3000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,5,121109,11,1.0000,8.0,8.0000,0,6.1,6.1000,0,,,,2.6,2.6000,0,3,3.0000,0,,,,,,,0.003,0.0030,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730010001,2730010,27,601,01,2016,2016,5,121109,13,12.3000,8.0,8.0000,0,6.1,6.1000,0,,,,2.6,2.6000,0,16,16.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,5,121109,13,13.3000,,,,6.5,6.5000,0,,,,,,,,,,,,,,,,,,,6.5,6.5000,0,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,6,011025,11,1.0000,8.1,8.1000,0,7.6,7.6000,0,,,,3.9,3.9000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,6,011025,13,11.4000,8.0,8.0000,0,6.4,6.4000,0,,,,1.7,1.7000,0,5,5.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,6,011025,13,12.4000,,,,5.2,5.2000,0,,,,,,,,,,,,,,,,,,,5.2,5.2000,0,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,7,121040,11,1.0000,8.7,8.7000,1,12,12.0000,0,,,,5.9,5.9000,0,8,8.0000,0,,,,,,,0.005,0.0050,0,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,7,121040,13,12.7000,7.9,7.9000,0,2.0,2.0000,0,,,,1.7,1.7000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,7,121040,13,13.7000,,,,1.6,1.6000,1,,,,,,,,,,,,,,,,,,,1.6,1.6000,0,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,8,091140,11,1.0000,8.4,8.4000,1,9.9,9.9000,0,,,,4.5,4.5000,0,4,4.0000,0,,,,<0.5,0.0000,0,0.002,0.0020,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730010001,2730010,27,601,01,2016,2016,8,091140,13,14.1000,7.8,7.8000,0,2.9,2.9000,0,,,,2.0,2.0000,0,1,1.0000,0,,,,,,,,,,,,,,,,,,,,,
2730010001,2730010,27,601,01,2016,2016,8,091140,13,15.1000,,,,0.8,0.8000,1,,,,,,,,,,,,,,,,,,,0.8,0.8000,0,,,,,,,,,
2730020001,2730020,27,601,02,2016,2017,3,061024,11,1.0000,8.3,8.3000,0,11,11.0000,0,,,,3.2,3.2000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2017,3,061024,13,10.3000,8.1,8.1000,0,8.8,8.8000,0,,,,2.0,2.0000,0,1,1.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2017,2,021319,11,1.0000,8.5,8.5000,1,13,13.0000,0,,,,3.4,3.4000,0,4,4.0000,0,,,,<0.5,0.0000,0,0.003,0.0030,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730020001,2730020,27,601,02,2016,2017,1,181300,13,10.3000,8.1,8.1000,0,8.2,8.2000,0,,,,1.9,1.9000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2017,1,181300,11,1.0000,8.2,8.2000,0,9.9,9.9000,0,,,,2.9,2.9000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,12,211045,13,10.3000,8.1,8.1000,0,6.0,6.0000,0,,,,2.0,2.0000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,12,211045,11,1.0000,8.2,8.2000,0,9.0,9.0000,0,,,,2.2,2.2000,0,<1,0.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,11,081107,13,10.7000,8.1,8.1000,0,5.9,5.9000,0,,,,1.7,1.7000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,11,081107,11,1.0000,8.1,8.1000,0,6.6,6.6000,0,,,,1.8,1.8000,0,2,2.0000,0,,,,,,,0.003,0.0030,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730020001,2730020,27,601,02,2016,2016,10,131206,13,10.7000,,,,4.6,4.6000,0,,,,,,,,,,,,,,,,,,,4.6,4.6000,0,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,10,131206,13,9.7000,8.1,8.1000,0,4.5,4.5000,0,,,,1.9,1.9000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,10,131206,11,1.0000,8.0,8.0000,0,4.6,4.6000,0,,,,1.8,1.8000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,9,071055,13,11.2000,,,,1.0,1.0000,1,,,,,,,,,,,,,,,,,,,1.0,1.0000,0,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,9,071055,13,10.2000,7.9,7.9000,0,1.2,1.2000,1,,,,2.2,2.2000,0,7,7.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,9,071055,11,1.0000,8.5,8.5000,1,11,11.0000,0,,,,4.6,4.6000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,8,091520,13,11.4000,,,,<0.5,0.0000,1,,,,,,,,,,,,,,,,,,,<0.5,0.0000,0,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,8,091520,13,10.4000,7.8,7.8000,0,<0.5,0.0000,1,,,,2.6,2.6000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,8,091520,11,1.0000,8.4,8.4000,1,10,10.0000,0,,,,4.0,4.0000,0,3,3.0000,0,,,,<0.5,0.0000,0,0.013,0.0130,0,,,,<0.0006,0.0000,0,<0.00006,0.0000,0,,,
2730020001,2730020,27,601,02,2016,2016,7,121230,13,11.4000,,,,4.2,4.2000,0,,,,,,,,,,,,,,,,,,,4.2,4.2000,0,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,7,121230,13,10.4000,8.0,8.0000,0,4.4,4.4000,0,,,,2.1,2.1000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,7,121230,11,1.0000,8.7,8.7000,1,9.4,9.4000,0,,,,3.8,3.8000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,6,011115,13,10.5000,,,,6.0,6.0000,0,,,,,,,,,,,,,,,,,,,6.0,6.0000,0,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,6,011115,13,9.5000,8.1,8.1000,0,6.2,6.2000,0,,,,1.9,1.9000,0,1,1.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,6,011115,11,1.0000,8.4,8.4000,1,13,13.0000,0,,,,5.8,5.8000,0,9,9.0000,0,,,,,,,,,,,,,,,,,,,,,
2730020001,2730020,27,601,02,2016,2016,5,121215,13,11.4000,,,,7.1,7.1000,0,,,,,,,,,,,,,,,,,,,7.1,7.1000,0,,,,,,,,,
