RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,PH,PH2,PH3,DO_,DO_2,DO_3,BOD,BOD2,BOD3,COD,COD2,COD3,SS,SS2,SS3,COLON,COLON2,COLON3,HEX,HEX2,HEX3,ALLZN,ALLZN2,ALLZN3,BOTTOMDO,BOTTOMDO2,BOTTOMDO3,LAS,LAS2,LAS3,NONYLPHENOL,NONYLPHENOL2,NONYLPHENOL3,COLI,COLI2,COLI3
2730090001,2730090,27,601,56,2010,2010,9,160815,11,9.6000,7.9,7.9000,0,2.2,2.2000,0,2.8,2.8000,0,7,7.0000,0,5,5.0000,0,,,,,,,,,,,,,,,,,,,,,
2730090001,2730090,27,601,56,2010,2010,8,030815,11,10.0000,8.1,8.1000,0,5.6,5.6000,0,2.4,2.4000,0,8.1,8.1000,1,6,6.0000,0,,,,,,,0.021,0.0210,0,,,,,,,,,,,,
2730090001,2730090,27,601,56,2010,2010,7,220815,11,10.2000,7.5,7.5000,0,6,6.0000,0,2,2.0000,0,7.6,7.6000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730090001,2730090,27,601,56,2010,2010,6,020810,11,9.8000,7.7,7.7000,0,7.7,7.7000,0,2.4,2.4000,0,5.8,5.8000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730090001,2730090,27,601,56,2010,2010,5,140815,11,10.8000,7.3,7.3000,0,5.5,5.5000,0,0.9,0.9000,0,4.8,4.8000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730090001,2730090,27,601,56,2010,2010,4,150800,11,11.1000,7.5,7.5000,0,7.2,7.2000,0,0.7,0.7000,0,5.2,5.2000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730250001,2730250,27,601,71,2010,2011,2,081015,11,1.0000,8.2,8.2000,0,10,10.0000,0,,,,2.2,2.2000,0,2,2.0000,0,,,,ND,0.0000,0,0.005,0.0050,0,,,,,,,,,,,,
2730250001,2730250,27,601,71,2010,2010,11,111035,13,10.2000,8.2,8.2000,0,7.8,7.8000,0,,,,1.6,1.6000,0,,,,,,,,,,,,,,,,,,,,,,,,
2730250001,2730250,27,601,71,2010,2010,5,110940,11,1.0000,8.0,8.0000,0,11,11.0000,0,,,,2,2.0000,0,1,1.0000,0,,,,ND,0.0000,0,0.01,0.0100,0,,,,,,,,,,,,
2730250001,2730250,27,601,71,2010,2010,8,031020,11,1.0000,8.8,8.8000,1,12,12.0000,0,,,,6.2,6.2000,0,7,7.0000,0,,,,ND,0.0000,0,0.005,0.0050,0,,,,,,,,,,,,
2730250001,2730250,27,601,71,2010,2010,5,110940,13,9.6000,7.9,7.9000,0,5.4,5.4000,0,,,,1.8,1.8000,0,,,,,,,,,,,,,,,,,,,,,,,,
2730250001,2730250,27,601,71,2010,2010,11,111035,11,1.0000,8.2,8.2000,0,7.9,7.9000,0,,,,1.7,1.7000,0,1,1.0000,0,,,,ND,0.0000,0,0.005,0.0050,0,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2011,3,080944,13,14.5000,8.1,8.1000,0,8.4,8.4000,0,,,,2.8,2.8000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,4,201122,11,1.0000,8.3,8.3000,0,12,12.0000,0,,,,3.1,3.1000,1,4,4.0000,0,,,,<0.5,0.0000,0,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2011,2,081212,13,14.9000,8.2,8.2000,0,9,9.0000,0,,,,1.9,1.9000,0,4,4.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2011,2,081212,11,1.0000,8.3,8.3000,0,11,11.0000,0,,,,2.3,2.3000,0,2,2.0000,0,,,,<0.5,0.0000,0,0.003,0.0030,0,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2011,1,131140,13,15.0000,8.2,8.2000,0,11,11.0000,0,,,,1.7,1.7000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2011,1,131140,11,1.0000,8.3,8.3000,0,11,11.0000,0,,,,2.3,2.3000,0,2,2.0000,0,,,,<0.5,0.0000,0,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,12,210950,13,15.0000,8.2,8.2000,0,8.1,8.1000,0,,,,2.5,2.5000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,12,210950,11,1.0000,8.1,8.1000,0,8.6,8.6000,0,,,,2.4,2.4000,0,1,1.0000,0,,,,<0.5,0.0000,0,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,11,111020,13,15.0000,8.3,8.3000,0,7,7.0000,0,,,,1.7,1.7000,0,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,11,111020,11,1.0000,8.2,8.2000,0,7.9,7.9000,0,,,,1.7,1.7000,0,1,1.0000,0,,,,<0.5,0.0000,0,0.003,0.0030,0,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,10,131108,13,14.2000,8.1,8.1000,0,4.2,4.2000,1,,,,3.4,3.4000,1,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,10,131108,11,1.0000,8.6,8.6000,1,13,13.0000,0,,,,5.8,5.8000,1,4,4.0000,0,,,,<0.5,0.0000,0,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,9,141016,13,14.5000,8.3,8.3000,0,5.9,5.9000,0,,,,3.2,3.2000,1,2,2.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,9,141016,11,1.0000,8.5,8.5000,1,8.3,8.3000,0,,,,3.1,3.1000,1,2,2.0000,0,,,,<0.5,0.0000,0,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,8,031040,13,14.3000,8.1,8.1000,0,4.9,4.9000,1,,,,1.8,1.8000,0,1,1.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,8,031040,11,1.0000,8.7,8.7000,1,9.5,9.5000,0,,,,4.8,4.8000,1,3,3.0000,0,,,,<0.5,0.0000,0,0.004,0.0040,0,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,7,061029,13,14.4000,8.1,8.1000,0,3.6,3.6000,1,,,,2,2.0000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,7,061029,11,1.0000,8.6,8.6000,1,9.6,9.6000,0,,,,4.9,4.9000,1,7,7.0000,0,,,,<0.5,0.0000,0,,,,,,,,,,,,,,,
2730130001,2730130,27,602,01,2010,2010,6,081000,13,13.8000,8.2,8.2000,0,6.7,6.7000,0,,,,1.9,1.9000,0,3,3.0000,0,,,,,,,,,,,,,,,,,,,,,
