RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,TN,TN2,TN3,TP,TP2,TP3
2730010001,2730010,27,601,01,2022,2022,4,211015,11,1.0000,0.96,0.9600,0,0.084,0.0840,0
2730010001,2730010,27,601,01,2022,2022,4,211015,13,12.0000,0.17,0.1700,0,0.025,0.0250,0
2730010001,2730010,27,601,01,2022,2022,5,101048,11,1.0000,0.58,0.5800,0,0.056,0.0560,0
2730010001,2730010,27,601,01,2022,2022,5,101048,13,12.9000,0.22,0.2200,0,0.027,0.0270,0
2730010001,2730010,27,601,01,2022,2022,6,221016,11,1.0000,1.9,1.9000,0,0.20,0.2000,0
2730010001,2730010,27,601,01,2022,2022,6,221016,13,12.6000,0.5,0.5000,0,0.072,0.0720,0
2730010001,2730010,27,601,01,2022,2022,7,061115,11,1.0000,1.0,1.0000,0,0.15,0.1500,0
2730010001,2730010,27,601,01,2022,2022,7,061115,13,13.2000,0.29,0.2900,0,0.10,0.1000,0
2730010001,2730010,27,601,01,2022,2022,8,031152,11,1.0000,0.57,0.5700,0,0.078,0.0780,0
2730010001,2730010,27,601,01,2022,2022,8,031152,13,13.0000,0.54,0.5400,0,0.15,0.1500,0
2730010001,2730010,27,601,01,2022,2022,9,151045,11,1.0000,0.53,0.5300,0,0.054,0.0540,0
2730010001,2730010,27,601,01,2022,2022,9,151045,13,13.6000,0.33,0.3300,0,0.049,0.0490,0
2730010001,2730010,27,601,01,2022,2022,10,041057,11,1.0000,0.51,0.5100,0,0.061,0.0610,0
2730010001,2730010,27,601,01,2022,2022,10,041057,13,12.3000,0.37,0.3700,0,0.055,0.0550,0
2730010001,2730010,27,601,01,2022,2022,11,011138,11,1.0000,0.55,0.5500,0,0.051,0.0510,0
2730010001,2730010,27,601,01,2022,2022,11,011138,13,13.5000,0.23,0.2300,0,0.034,0.0340,0
2730010001,2730010,27,601,01,2022,2022,12,211049,11,1.0000,1.4,1.4000,0,0.083,0.0830,0
2730010001,2730010,27,601,01,2022,2022,12,211049,13,12.4000,0.34,0.3400,0,0.037,0.0370,0
2730010001,2730010,27,601,01,2022,2023,1,171041,11,1.0000,0.59,0.5900,0,0.049,0.0490,0
2730010001,2730010,27,601,01,2022,2023,1,171041,13,12.8000,0.24,0.2400,0,0.031,0.0310,0
2730010001,2730010,27,601,01,2022,2023,2,161143,11,1.0000,0.51,0.5100,0,0.040,0.0400,0
2730010001,2730010,27,601,01,2022,2023,2,161143,13,13.0000,0.20,0.2000,0,0.026,0.0260,0
