RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,TN,TN2,TN3,TP,TP2,TP3
2730180001,2730180,27,604,01,2009,2009,9,080835,13,15.2000,0.18,0.1800,0,0.036,0.0360,0
2730180001,2730180,27,604,01,2009,2009,10,060850,11,1.0000,0.18,0.1800,0,0.037,0.0370,0
2730180001,2730180,27,604,01,2009,2009,10,060850,13,15.2000,0.23,0.2300,0,0.037,0.0370,0
2730180001,2730180,27,604,01,2009,2009,11,100855,11,1.0000,0.26,0.2600,0,0.044,0.0440,0
2730180001,2730180,27,604,01,2009,2009,11,100855,13,17.3000,0.15,0.1500,0,0.036,0.0360,0
2730180001,2730180,27,604,01,2009,2009,12,080830,11,1.0000,0.21,0.2100,0,0.036,0.0360,0
2730180001,2730180,27,604,01,2009,2009,12,080830,13,17.5000,0.19,0.1900,0,0.035,0.0350,0
2730180001,2730180,27,604,01,2009,2010,1,190850,11,1.0000,0.14,0.1400,0,0.042,0.0420,0
2730180001,2730180,27,604,01,2009,2010,1,190850,13,15.5000,0.13,0.1300,0,0.03,0.0300,0
2730180001,2730180,27,604,01,2009,2010,2,151050,11,1.0000,0.21,0.2100,0,0.048,0.0480,0
2730180001,2730180,27,604,01,2009,2010,2,151050,13,15.2000,0.06,0.0600,0,0.029,0.0290,0
2730180001,2730180,27,604,01,2009,2010,3,110925,11,1.0000,0.18,0.1800,0,0.026,0.0260,0
2730180001,2730180,27,604,01,2009,2010,3,110925,13,18.0000,0.24,0.2400,0,0.054,0.0540,0
2730180001,2730180,27,604,01,2009,2009,4,150830,11,1.0000,0.2,0.2000,0,0.022,0.0220,0
2730180001,2730180,27,604,01,2009,2009,4,150830,13,15.3000,0.24,0.2400,0,0.04,0.0400,0
2730180001,2730180,27,604,01,2009,2009,5,120830,11,1.0000,0.23,0.2300,0,0.032,0.0320,0
2730180001,2730180,27,604,01,2009,2009,5,120830,13,15.5000,0.25,0.2500,0,0.035,0.0350,0
2730180001,2730180,27,604,01,2009,2009,6,020835,11,1.0000,0.48,0.4800,0,0.025,0.0250,0
2730180001,2730180,27,604,01,2009,2009,6,020835,13,17.6000,0.31,0.3100,0,0.033,0.0330,0
2730180001,2730180,27,604,01,2009,2009,7,140835,11,1.0000,0.23,0.2300,0,0.028,0.0280,0
2730180001,2730180,27,604,01,2009,2009,7,140835,13,17.1000,0.15,0.1500,0,0.038,0.0380,0
2730180001,2730180,27,604,01,2009,2009,9,080835,11,1.0000,0.11,0.1100,0,0.039,0.0390,0
2730190001,2730190,27,604,02,2009,2009,8,051115,13,10.4000,0.14,0.1400,0,0.047,0.0470,0
2730190001,2730190,27,604,02,2009,2009,9,081135,11,1.0000,0.18,0.1800,0,0.048,0.0480,0
2730190001,2730190,27,604,02,2009,2009,9,081135,13,11.5000,0.19,0.1900,0,0.045,0.0450,0
2730190001,2730190,27,604,02,2009,2009,10,061400,11,1.0000,0.25,0.2500,0,0.05,0.0500,0
2730190001,2730190,27,604,02,2009,2009,10,061400,13,11.5000,0.18,0.1800,0,0.043,0.0430,0
2730190001,2730190,27,604,02,2009,2009,11,100105,11,1.0000,0.13,0.1300,0,0.039,0.0390,0
2730190001,2730190,27,604,02,2009,2009,11,100105,13,11.5000,0.11,0.1100,0,0.039,0.0390,0
2730190001,2730190,27,604,02,2009,2009,12,081040,11,1.0000,0.23,0.2300,0,0.04,0.0400,0
2730190001,2730190,27,604,02,2009,2009,12,081040,13,11.6000,0.26,0.2600,0,0.036,0.0360,0
2730190001,2730190,27,604,02,2009,2010,1,190900,11,1.0000,0.17,0.1700,0,0.04,0.0400,0
2730190001,2730190,27,604,02,2009,2010,1,190900,13,12.0000,0.16,0.1600,0,0.037,0.0370,0
2730190001,2730190,27,604,02,2009,2010,2,151010,11,1.0000,0.13,0.1300,0,0.042,0.0420,0
2730190001,2730190,27,604,02,2009,2010,2,151010,13,11.6000,0.12,0.1200,0,0.042,0.0420,0
2730190001,2730190,27,604,02,2009,2010,3,111155,11,1.0000,0.1,0.1000,0,0.021,0.0210,0
2730190001,2730190,27,604,02,2009,2010,3,111155,13,11.6000,0.15,0.1500,0,0.028,0.0280,0
2730190001,2730190,27,604,02,2009,2009,4,151110,11,1.0000,0.18,0.1800,0,0.017,0.0170,0
2730190001,2730190,27,604,02,2009,2009,4,151110,13,11.6000,0.23,0.2300,0,0.029,0.0290,0
2730130001,2730130,27,602,01,2009,2010,2,150900,13,14.7000,0.34,0.3400,0,0.03,0.0300,0
2730130001,2730130,27,602,01,2009,2010,2,150900,11,1.0000,0.19,0.1900,0,0.043,0.0430,0
