RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,TN,TN2,TN3,TP,TP2,TP3
2730010001,2730010,27,601,01,2016,2016,9,071023,11,1.0000,1.2,1.2000,0,0.12,0.1200,0
2730010001,2730010,27,601,01,2016,2016,9,071023,13,13.0000,0.38,0.3800,0,0.074,0.0740,0
2730010001,2730010,27,601,01,2016,2016,10,131103,11,1.0000,0.57,0.5700,0,0.071,0.0710,0
2730010001,2730010,27,601,01,2016,2016,10,131103,13,12.4000,0.27,0.2700,0,0.047,0.0470,0
2730010001,2730010,27,601,01,2016,2016,11,081033,11,1.0000,0.75,0.7500,0,0.061,0.0610,0
2730010001,2730010,27,601,01,2016,2016,11,081033,13,13.1000,0.47,0.4700,0,0.045,0.0450,0
2730010001,2730010,27,601,01,2016,2016,12,211015,11,1.0000,0.68,0.6800,0,0.059,0.0590,0
2730010001,2730010,27,601,01,2016,2016,12,211015,13,12.5000,0.49,0.4900,0,0.051,0.0510,0
2730010001,2730010,27,601,01,2016,2017,1,181100,11,1.0000,1.2,1.2000,0,0.080,0.0800,0
2730010001,2730010,27,601,01,2016,2017,1,181100,13,13.2000,0.25,0.2500,0,0.032,0.0320,0
2730010001,2730010,27,601,01,2016,2017,2,021125,11,1.0000,0.75,0.7500,0,0.063,0.0630,0
2730010001,2730010,27,601,01,2016,2017,2,021125,13,14.4000,0.26,0.2600,0,0.048,0.0480,0
2730010001,2730010,27,601,01,2016,2017,3,060955,11,1.0000,0.65,0.6500,0,0.052,0.0520,0
2730010001,2730010,27,601,01,2016,2017,3,060955,13,12.4000,0.27,0.2700,0,0.031,0.0310,0
2730010001,2730010,27,601,01,2016,2016,4,141147,11,1.0000,0.89,0.8900,0,0.075,0.0750,0
2730010001,2730010,27,601,01,2016,2016,4,141147,13,12.4000,0.25,0.2500,0,0.028,0.0280,0
2730010001,2730010,27,601,01,2016,2016,5,121109,11,1.0000,0.68,0.6800,0,0.069,0.0690,0
2730010001,2730010,27,601,01,2016,2016,5,121109,13,12.3000,0.31,0.3100,0,0.053,0.0530,0
2730010001,2730010,27,601,01,2016,2016,6,011025,11,1.0000,1.0,1.0000,0,0.11,0.1100,0
2730010001,2730010,27,601,01,2016,2016,6,011025,13,11.4000,0.31,0.3100,0,0.044,0.0440,0
2730010001,2730010,27,601,01,2016,2016,7,121040,11,1.0000,0.84,0.8400,0,0.10,0.1000,0
