RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,TN,TN2,TN3,TP,TP2,TP3
2730010001,2730010,27,601,01,2020,2020,4,171025,11,1.0000,0.28,0.2800,0,0.10,0.1000,0
2730010001,2730010,27,601,01,2020,2020,4,171025,13,13.1000,0.29,0.2900,0,0.048,0.0480,0
2730010001,2730010,27,601,01,2020,2020,5,141045,11,1.0000,1.3,1.3000,0,0.11,0.1100,0
2730010001,2730010,27,601,01,2020,2020,5,141045,13,12.6000,0.36,0.3600,0,0.064,0.0640,0
2730010001,2730010,27,601,01,2020,2020,6,021000,11,1.0000,0.81,0.8100,0,0.092,0.0920,0
2730010001,2730010,27,601,01,2020,2020,6,021000,13,13.0000,0.27,0.2700,0,0.040,0.0400,0
2730010001,2730010,27,601,01,2020,2020,7,301050,11,1.0000,1.0,1.0000,0,0.13,0.1300,0
2730010001,2730010,27,601,01,2020,2020,7,301050,13,12.0000,0.27,0.2700,0,0.047,0.0470,0
2730010001,2730010,27,601,01,2020,2020,8,121000,11,1.0000,0.80,0.8000,0,0.067,0.0670,0
2730010001,2730010,27,601,01,2020,2020,8,121000,13,9.8000,0.23,0.2300,0,0.040,0.0400,0
2730010001,2730010,27,601,01,2020,2020,9,090950,11,1.0000,0.99,0.9900,0,0.10,0.1000,0
2730010001,2730010,27,601,01,2020,2020,9,090950,13,12.9000,0.23,0.2300,0,0.056,0.0560,0
2730010001,2730010,27,601,01,2020,2020,10,261000,11,1.0000,0.96,0.9600,0,0.088,0.0880,0
2730010001,2730010,27,601,01,2020,2020,10,261000,13,11.9000,0.28,0.2800,0,0.068,0.0680,0
2730010001,2730010,27,601,01,2020,2020,11,100945,11,1.0000,0.75,0.7500,0,0.047,0.0470,0
2730010001,2730010,27,601,01,2020,2020,11,100945,13,11.8000,0.15,0.1500,0,0.054,0.0540,0
2730010001,2730010,27,601,01,2020,2020,12,081025,11,1.0000,0.31,0.3100,0,0.047,0.0470,0
2730010001,2730010,27,601,01,2020,2020,12,081025,13,12.6000,0.21,0.2100,0,0.040,0.0400,0
2730010001,2730010,27,601,01,2020,2021,1,061025,11,1.0000,0.53,0.5300,0,0.039,0.0390,0
2730010001,2730010,27,601,01,2020,2021,1,061025,13,13.2000,0.25,0.2500,0,0.027,0.0270,0
2730010001,2730010,27,601,01,2020,2021,2,220935,11,1.0000,0.69,0.6900,0,0.049,0.0490,0
2730010001,2730010,27,601,01,2020,2021,2,220935,13,13.5000,0.18,0.1800,0,0.033,0.0330,0
2730010001,2730010,27,601,01,2020,2021,3,040940,11,1.0000,0.83,0.8300,0,0.056,0.0560,0
2730010001,2730010,27,601,01,2020,2021,3,040940,13,13.6000,0.16,0.1600,0,0.034,0.0340,0
2730020001,2730020,27,601,02,2020,2020,4,171110,11,1.0000,0.31,0.3100,0,0.096,0.0960,0
2730020001,2730020,27,601,02,2020,2020,4,171110,13,10.0000,0.27,0.2700,0,0.069,0.0690,0
2730020001,2730020,27,601,02,2020,2020,5,141200,11,1.0000,1.1,1.1000,0,0.079,0.0790,0
2730020001,2730020,27,601,02,2020,2020,5,141200,13,9.8000,0.49,0.4900,0,0.050,0.0500,0
2730020001,2730020,27,601,02,2020,2020,6,021100,11,1.0000,0.42,0.4200,0,0.077,0.0770,0
